day,hour,minute,car_park_name,time,weather,direction
6,0,58,Paul Street,2266,light rain,west
6,0,58,City Hall - Eglington Street,2684,light rain,east
6,0,58,Black Ash Park & Ride,2685,light rain,east
6,0,58,North Main Street,2931,light rain,east
6,0,58,Paul Street,2844,light rain,east
6,0,58,Saint Finbarr's,3384,light rain,south
6,0,58,Merchants Quay,3214,light rain,south
6,1,8,Saint Finbarr's,3028,light rain,east
6,1,8,Merchants Quay,2783,light rain,east
6,1,8,Grand Parade,3376,light rain,south
6,1,8,Carrolls Quay,3462,light rain,south
6,1,8,City Hall - Eglington Street,3176,light rain,south
6,1,8,Black Ash Park & Ride,3108,light rain,south
6,1,8,North Main Street,3549,light rain,south
6,1,8,Paul Street,3453,light rain,south
6,1,8,Saint Finbarr's,2000,light rain,north
6,1,8,Merchants Quay,1895,light rain,north
6,1,8,Grand Parade,1945,light rain,north
6,1,8,Carrolls Quay,1847,light rain,north
6,1,8,Grand Parade,2879,light rain,east
6,1,8,City Hall - Eglington Street,1904,light rain,north
6,1,8,Black Ash Park & Ride,2160,light rain,north
6,1,8,North Main Street,1781,light rain,north
6,1,8,Paul Street,1692,light rain,north
6,1,8,Saint Finbarr's,2342,light rain,west
6,1,8,Merchants Quay,2083,light rain,west
6,1,8,Grand Parade,2167,light rain,west
6,1,8,Carrolls Quay,2347,light rain,west
6,1,8,City Hall - Eglington Street,1962,light rain,west
6,1,8,Black Ash Park & Ride,1901,light rain,west
6,1,8,Carrolls Quay,2752,light rain,east
6,1,8,North Main Street,2403,light rain,west
6,1,8,Paul Street,2258,light rain,west
6,1,8,City Hall - Eglington Street,2674,light rain,east
6,1,8,Black Ash Park & Ride,2677,light rain,east
6,1,8,North Main Street,2903,light rain,east
6,1,8,Paul Street,2814,light rain,east
6,1,8,Saint Finbarr's,3484,light rain,south
6,1,8,Merchants Quay,3292,light rain,south
6,1,18,Saint Finbarr's,3085,light rain,east
6,1,18,Merchants Quay,2834,light rain,east
6,1,18,Grand Parade,3340,light rain,south
6,1,18,Carrolls Quay,3436,light rain,south
6,1,18,City Hall - Eglington Street,3132,light rain,south
6,1,18,Black Ash Park & Ride,3061,light rain,south
6,1,18,North Main Street,3497,light rain,south
6,1,18,Paul Street,3417,light rain,south
6,1,18,Saint Finbarr's,1997,light rain,north
6,1,18,Merchants Quay,1911,light rain,north
6,1,18,Grand Parade,1944,light rain,north
6,1,18,Carrolls Quay,1828,light rain,north
6,1,18,Grand Parade,2943,light rain,east
6,1,18,City Hall - Eglington Street,1919,light rain,north
6,1,18,Black Ash Park & Ride,2179,light rain,north
6,1,18,North Main Street,1772,light rain,north
6,1,18,Paul Street,1685,light rain,north
6,1,18,Saint Finbarr's,2335,light rain,west
6,1,18,Merchants Quay,2060,light rain,west
6,1,18,Grand Parade,2150,light rain,west
6,1,18,Carrolls Quay,2251,light rain,west
6,1,18,City Hall - Eglington Street,1940,light rain,west
6,1,18,Black Ash Park & Ride,1879,light rain,west
6,1,18,Carrolls Quay,2781,light rain,east
6,1,18,North Main Street,2386,light rain,west
6,1,18,Paul Street,2222,light rain,west
6,1,18,City Hall - Eglington Street,2733,light rain,east
6,1,18,Black Ash Park & Ride,2734,light rain,east
6,1,18,North Main Street,2953,light rain,east
6,1,18,Paul Street,2864,light rain,east
6,1,18,Saint Finbarr's,3427,light rain,south
6,1,18,Merchants Quay,3254,light rain,south
6,1,28,Saint Finbarr's,3027,light rain,east
6,1,28,Merchants Quay,2759,light rain,east
6,1,28,Grand Parade,3263,light rain,south
6,1,28,Carrolls Quay,3356,light rain,south
6,1,28,City Hall - Eglington Street,3057,light rain,south
6,1,28,Black Ash Park & Ride,2985,light rain,south
6,1,28,North Main Street,3441,light rain,south
6,1,28,Paul Street,3326,light rain,south
6,1,28,Saint Finbarr's,1980,light rain,north
6,1,28,Merchants Quay,1925,light rain,north
6,1,28,Grand Parade,1951,light rain,north
6,1,28,Carrolls Quay,1831,light rain,north
6,1,28,Grand Parade,2901,light rain,east
6,1,28,City Hall - Eglington Street,1939,light rain,north
6,1,28,Black Ash Park & Ride,2173,light rain,north
6,1,28,North Main Street,1776,light rain,north
6,1,28,Paul Street,1687,light rain,north
6,1,28,Saint Finbarr's,2315,light rain,west
6,1,28,Merchants Quay,2066,light rain,west
6,1,28,Grand Parade,2150,light rain,west
6,1,28,Carrolls Quay,2237,light rain,west
6,1,28,City Hall - Eglington Street,1951,light rain,west
6,1,28,Black Ash Park & Ride,1883,light rain,west
6,1,28,Carrolls Quay,2746,light rain,east
6,1,28,North Main Street,2366,light rain,west
6,1,28,Paul Street,2228,light rain,west
6,1,28,City Hall - Eglington Street,2689,light rain,east
6,1,28,Black Ash Park & Ride,2680,light rain,east
6,1,28,North Main Street,2889,light rain,east
6,1,28,Paul Street,2797,light rain,east
6,1,28,Saint Finbarr's,3339,light rain,south
6,1,28,Merchants Quay,3178,light rain,south
6,1,38,Saint Finbarr's,3049,light rain,east
6,1,38,Merchants Quay,2773,light rain,east
6,1,38,Grand Parade,3266,light rain,south
6,1,38,Carrolls Quay,3345,light rain,south
6,1,38,City Hall - Eglington Street,3061,light rain,south
6,1,38,Black Ash Park & Ride,2991,light rain,south
6,1,38,North Main Street,3453,light rain,south
6,1,38,Paul Street,3430,light rain,south
6,1,38,Saint Finbarr's,2008,light rain,north
6,1,38,Merchants Quay,1929,light rain,north
6,1,38,Grand Parade,1950,light rain,north
6,1,38,Carrolls Quay,1846,light rain,north
6,1,38,Grand Parade,2917,light rain,east
6,1,38,City Hall - Eglington Street,1949,light rain,north
6,1,38,Black Ash Park & Ride,2209,light rain,north
6,1,38,North Main Street,1788,light rain,north
6,1,38,Paul Street,1699,light rain,north
6,1,38,Saint Finbarr's,2300,light rain,west
6,1,38,Merchants Quay,2061,light rain,west
6,1,38,Grand Parade,2147,light rain,west
6,1,38,Carrolls Quay,2244,light rain,west
6,1,38,City Hall - Eglington Street,1940,light rain,west
6,1,38,Black Ash Park & Ride,1868,light rain,west
6,1,38,Carrolls Quay,2754,light rain,east
6,1,38,North Main Street,2355,light rain,west
6,1,38,Paul Street,2225,light rain,west
6,1,38,City Hall - Eglington Street,2707,light rain,east
6,1,38,Black Ash Park & Ride,2690,light rain,east
6,1,38,North Main Street,2886,light rain,east
6,1,38,Paul Street,2797,light rain,east
6,1,38,Saint Finbarr's,3317,light rain,south
6,1,38,Merchants Quay,3193,light rain,south
6,1,48,Saint Finbarr's,3046,light rain,east
6,1,48,Merchants Quay,2775,light rain,east
6,1,48,Grand Parade,3279,light rain,south
6,1,48,Carrolls Quay,3465,light rain,south
6,1,48,City Hall - Eglington Street,3061,light rain,south
6,1,48,Black Ash Park & Ride,3004,light rain,south
6,1,48,North Main Street,3411,light rain,south
6,1,48,Paul Street,3388,light rain,south
6,1,48,Saint Finbarr's,2011,light rain,north
6,1,48,Merchants Quay,1903,light rain,north
6,1,48,Grand Parade,1947,light rain,north
6,1,48,Carrolls Quay,1831,light rain,north
6,1,48,Grand Parade,2920,light rain,east
6,1,48,City Hall - Eglington Street,1923,light rain,north
6,1,48,Black Ash Park & Ride,2188,light rain,north
6,1,48,North Main Street,1789,light rain,north
6,1,48,Paul Street,1697,light rain,north
6,1,48,Saint Finbarr's,2288,light rain,west
6,1,48,Merchants Quay,2060,light rain,west
6,1,48,Grand Parade,2146,light rain,west
6,1,48,Carrolls Quay,2224,light rain,west
6,1,48,City Hall - Eglington Street,1938,light rain,west
6,1,48,Black Ash Park & Ride,1867,light rain,west
6,1,48,Carrolls Quay,2739,light rain,east
6,1,48,North Main Street,2362,light rain,west
6,1,48,Paul Street,2215,light rain,west
6,1,48,City Hall - Eglington Street,2710,light rain,east
6,1,48,Black Ash Park & Ride,2684,light rain,east
6,1,48,North Main Street,2893,light rain,east
6,1,48,Paul Street,2804,light rain,east
6,1,48,Saint Finbarr's,3321,light rain,south
6,1,48,Merchants Quay,3168,light rain,south
6,1,58,Saint Finbarr's,3004,light rain,east
6,1,58,Merchants Quay,2770,light rain,east
6,1,58,Grand Parade,3285,light rain,south
6,1,58,Carrolls Quay,3401,light rain,south
6,1,58,City Hall - Eglington Street,3067,light rain,south
6,1,58,Black Ash Park & Ride,3010,light rain,south
6,1,58,North Main Street,3446,light rain,south
6,1,58,Paul Street,3425,light rain,south
6,1,58,Saint Finbarr's,2042,light rain,north
6,1,58,Merchants Quay,1946,light rain,north
6,1,58,Grand Parade,1942,light rain,north
6,1,58,Carrolls Quay,1841,light rain,north
6,1,58,Grand Parade,2907,light rain,east
6,1,58,City Hall - Eglington Street,1960,light rain,north
6,1,58,Black Ash Park & Ride,2222,light rain,north
6,1,58,North Main Street,1795,light rain,north
6,1,58,Paul Street,1706,light rain,north
6,1,58,Saint Finbarr's,2314,light rain,west
6,1,58,Merchants Quay,2080,light rain,west
6,1,58,Grand Parade,2153,light rain,west
6,1,58,Carrolls Quay,2231,light rain,west
6,1,58,City Hall - Eglington Street,1947,light rain,west
6,1,58,Black Ash Park & Ride,1878,light rain,west
6,1,58,Carrolls Quay,2802,light rain,east
6,1,58,North Main Street,2388,light rain,west
6,1,58,Paul Street,2235,light rain,west
6,1,58,City Hall - Eglington Street,2683,light rain,east
6,1,58,Black Ash Park & Ride,2677,light rain,east
6,1,58,North Main Street,2916,light rain,east
6,1,58,Paul Street,2828,light rain,east
6,1,58,Saint Finbarr's,3340,light rain,south
6,1,58,Merchants Quay,3175,light rain,south
6,2,8,Saint Finbarr's,2997,light rain,east
6,2,8,Merchants Quay,2770,light rain,east
6,2,8,Grand Parade,3289,light rain,south
6,2,8,Carrolls Quay,3387,light rain,south
6,2,8,City Hall - Eglington Street,3083,light rain,south
6,2,8,Black Ash Park & Ride,3020,light rain,south
6,2,8,North Main Street,3463,light rain,south
6,2,8,Paul Street,3442,light rain,south
6,2,8,Saint Finbarr's,1968,light rain,north
6,2,8,Merchants Quay,1905,light rain,north
6,2,8,Grand Parade,1893,light rain,north
6,2,8,Carrolls Quay,1814,light rain,north
6,2,8,Grand Parade,2896,light rain,east
6,2,8,City Hall - Eglington Street,1921,light rain,north
6,2,8,Black Ash Park & Ride,2174,light rain,north
6,2,8,North Main Street,1764,light rain,north
6,2,8,Paul Street,1675,light rain,north
6,2,8,Saint Finbarr's,2276,light rain,west
6,2,8,Merchants Quay,2053,light rain,west
6,2,8,Grand Parade,2164,light rain,west
6,2,8,Carrolls Quay,2349,light rain,west
6,2,8,City Hall - Eglington Street,1945,light rain,west
6,2,8,Black Ash Park & Ride,1888,light rain,west
6,2,8,Carrolls Quay,2765,light rain,east
6,2,8,North Main Street,2322,light rain,west
6,2,8,Paul Street,2222,light rain,west
6,2,8,City Hall - Eglington Street,2686,light rain,east
6,2,8,Black Ash Park & Ride,2674,light rain,east
6,2,8,North Main Street,2889,light rain,east
6,2,8,Paul Street,2802,light rain,east
6,2,8,Saint Finbarr's,3336,light rain,south
6,2,8,Merchants Quay,3198,light rain,south
6,2,18,Saint Finbarr's,3023,light rain,east
6,2,18,Merchants Quay,2775,light rain,east
6,2,18,Grand Parade,3289,light rain,south
6,2,18,Carrolls Quay,3403,light rain,south
6,2,18,City Hall - Eglington Street,3095,light rain,south
6,2,18,Black Ash Park & Ride,3039,light rain,south
6,2,18,North Main Street,3463,light rain,south
6,2,18,Paul Street,3438,light rain,south
6,2,18,Saint Finbarr's,1934,light rain,north
6,2,18,Merchants Quay,1833,light rain,north
6,2,18,Grand Parade,1834,light rain,north
6,2,18,Carrolls Quay,1770,light rain,north
6,2,18,Grand Parade,2910,light rain,east
6,2,18,City Hall - Eglington Street,1848,light rain,north
6,2,18,Black Ash Park & Ride,2102,light rain,north
6,2,18,North Main Street,1724,light rain,north
6,2,18,Paul Street,1635,light rain,north
6,2,18,Saint Finbarr's,2247,light rain,west
6,2,18,Merchants Quay,2046,light rain,west
6,2,18,Grand Parade,2147,light rain,west
6,2,18,Carrolls Quay,2250,light rain,west
6,2,18,City Hall - Eglington Street,1938,light rain,west
6,2,18,Black Ash Park & Ride,1881,light rain,west
6,2,18,Carrolls Quay,2748,light rain,east
6,2,18,North Main Street,2309,light rain,west
6,2,18,Paul Street,2193,light rain,west
6,2,18,City Hall - Eglington Street,2699,light rain,east
6,2,18,Black Ash Park & Ride,2689,light rain,east
6,2,18,North Main Street,2886,light rain,east
6,2,18,Paul Street,2798,light rain,east
6,2,18,Saint Finbarr's,3374,light rain,south
6,2,18,Merchants Quay,3213,light rain,south
6,2,28,Saint Finbarr's,2998,light rain,east
6,2,28,Merchants Quay,2763,light rain,east
6,2,28,Grand Parade,3277,light rain,south
6,2,28,Carrolls Quay,3430,light rain,south
6,2,28,City Hall - Eglington Street,3091,light rain,south
6,2,28,Black Ash Park & Ride,3035,light rain,south
6,2,28,North Main Street,3445,light rain,south
6,2,28,Paul Street,3423,light rain,south
6,2,28,Saint Finbarr's,1936,light rain,north
6,2,28,Merchants Quay,1830,light rain,north
6,2,28,Grand Parade,1864,light rain,north
6,2,28,Carrolls Quay,1737,light rain,north
6,2,28,Grand Parade,2883,light rain,east
6,2,28,City Hall - Eglington Street,1842,light rain,north
6,2,28,Black Ash Park & Ride,2100,light rain,north
6,2,28,North Main Street,1713,light rain,north
6,2,28,Paul Street,1625,light rain,north
6,2,28,Saint Finbarr's,2240,light rain,west
6,2,28,Merchants Quay,2072,light rain,west
6,2,28,Grand Parade,2163,light rain,west
6,2,28,Carrolls Quay,2261,light rain,west
6,2,28,City Hall - Eglington Street,1957,light rain,west
6,2,28,Black Ash Park & Ride,1895,light rain,west
6,2,28,Carrolls Quay,2724,light rain,east
6,2,28,North Main Street,2302,light rain,west
6,2,28,Paul Street,2220,light rain,west
6,2,28,City Hall - Eglington Street,2685,light rain,east
6,2,28,Black Ash Park & Ride,2689,light rain,east
6,2,28,North Main Street,2893,light rain,east
6,2,28,Paul Street,2800,light rain,east
6,2,28,Saint Finbarr's,3358,light rain,south
6,2,28,Merchants Quay,3209,light rain,south
6,2,38,Saint Finbarr's,2986,light rain,east
6,2,38,Merchants Quay,2745,light rain,east
6,2,38,Grand Parade,3266,light rain,south
6,2,38,Carrolls Quay,3392,light rain,south
6,2,38,City Hall - Eglington Street,3091,light rain,south
6,2,38,Black Ash Park & Ride,3026,light rain,south
6,2,38,North Main Street,3440,light rain,south
6,2,38,Paul Street,3418,light rain,south
6,2,38,Saint Finbarr's,1924,light rain,north
6,2,38,Merchants Quay,1846,light rain,north
6,2,38,Grand Parade,1848,light rain,north
6,2,38,Carrolls Quay,1749,light rain,north
6,2,38,Grand Parade,2871,light rain,east
6,2,38,City Hall - Eglington Street,1854,light rain,north
6,2,38,Black Ash Park & Ride,2108,light rain,north
6,2,38,North Main Street,1724,light rain,north
6,2,38,Paul Street,1637,light rain,north
6,2,38,Saint Finbarr's,2235,light rain,west
6,2,38,Merchants Quay,2078,light rain,west
6,2,38,Grand Parade,2154,light rain,west
6,2,38,Carrolls Quay,2268,light rain,west
6,2,38,City Hall - Eglington Street,1961,light rain,west
6,2,38,Black Ash Park & Ride,1904,light rain,west
6,2,38,Carrolls Quay,2723,light rain,east
6,2,38,North Main Street,2296,light rain,west
6,2,38,Paul Street,2242,light rain,west
6,2,38,City Hall - Eglington Street,2691,light rain,east
6,2,38,Black Ash Park & Ride,2690,light rain,east
6,2,38,North Main Street,2878,light rain,east
6,2,38,Paul Street,2783,light rain,east
6,2,38,Saint Finbarr's,3339,light rain,south
6,2,38,Merchants Quay,3194,light rain,south
6,2,48,Saint Finbarr's,3003,moderate rain,east
6,2,48,Merchants Quay,2775,moderate rain,east
6,2,48,Grand Parade,3259,moderate rain,south
6,2,48,Carrolls Quay,3420,moderate rain,south
6,2,48,City Hall - Eglington Street,3097,moderate rain,south
6,2,48,Black Ash Park & Ride,3036,moderate rain,south
6,2,48,North Main Street,3431,moderate rain,south
6,2,48,Paul Street,3351,moderate rain,south
6,2,48,Saint Finbarr's,1920,moderate rain,north
6,2,48,Merchants Quay,1812,moderate rain,north
6,2,48,Grand Parade,1803,moderate rain,north
6,2,48,Carrolls Quay,1772,moderate rain,north
6,2,48,Grand Parade,2875,moderate rain,east
6,2,48,City Hall - Eglington Street,1820,moderate rain,north
6,2,48,Black Ash Park & Ride,2056,moderate rain,north
6,2,48,North Main Street,1704,moderate rain,north
6,2,48,Paul Street,1612,moderate rain,north
6,2,48,Saint Finbarr's,2249,moderate rain,west
6,2,48,Merchants Quay,2062,moderate rain,west
6,2,48,Grand Parade,2137,moderate rain,west
6,2,48,Carrolls Quay,2288,moderate rain,west
6,2,48,City Hall - Eglington Street,1951,moderate rain,west
6,2,48,Black Ash Park & Ride,1895,moderate rain,west
6,2,48,Carrolls Quay,2779,moderate rain,east
6,2,48,North Main Street,2306,moderate rain,west
6,2,48,Paul Street,2201,moderate rain,west
6,2,48,City Hall - Eglington Street,2695,moderate rain,east
6,2,48,Black Ash Park & Ride,2709,moderate rain,east
6,2,48,North Main Street,2906,moderate rain,east
6,2,48,Paul Street,2811,moderate rain,east
6,2,48,Saint Finbarr's,3366,moderate rain,south
6,2,48,Merchants Quay,3197,moderate rain,south
6,2,58,Saint Finbarr's,3028,moderate rain,east
6,2,58,Merchants Quay,2805,moderate rain,east
6,2,58,Grand Parade,3299,moderate rain,south
6,2,58,Carrolls Quay,3418,moderate rain,south
6,2,58,City Hall - Eglington Street,3124,moderate rain,south
6,2,58,Black Ash Park & Ride,3062,moderate rain,south
6,2,58,North Main Street,3456,moderate rain,south
6,2,58,Paul Street,3376,moderate rain,south
6,2,58,Saint Finbarr's,1869,moderate rain,north
6,2,58,Merchants Quay,1814,moderate rain,north
6,2,58,Grand Parade,1821,moderate rain,north
6,2,58,Carrolls Quay,1749,moderate rain,north
6,2,58,Grand Parade,2905,moderate rain,east
6,2,58,City Hall - Eglington Street,1833,moderate rain,north
6,2,58,Black Ash Park & Ride,2099,moderate rain,north
6,2,58,North Main Street,1701,moderate rain,north
6,2,58,Paul Street,1606,moderate rain,north
6,2,58,Saint Finbarr's,2270,moderate rain,west
6,2,58,Merchants Quay,2061,moderate rain,west
6,2,58,Grand Parade,2133,moderate rain,west
6,2,58,Carrolls Quay,2259,moderate rain,west
6,2,58,City Hall - Eglington Street,1958,moderate rain,west
6,2,58,Black Ash Park & Ride,1893,moderate rain,west
6,2,58,Carrolls Quay,2840,moderate rain,east
6,2,58,North Main Street,2328,moderate rain,west
6,2,58,Paul Street,2199,moderate rain,west
6,2,58,City Hall - Eglington Street,2738,moderate rain,east
6,2,58,Black Ash Park & Ride,2726,moderate rain,east
6,2,58,North Main Street,2940,moderate rain,east
6,2,58,Paul Street,2854,moderate rain,east
6,2,58,Saint Finbarr's,3393,moderate rain,south
6,2,58,Merchants Quay,3224,moderate rain,south
6,3,8,Saint Finbarr's,3031,moderate rain,east
6,3,8,Merchants Quay,2833,moderate rain,east
6,3,8,Grand Parade,3298,moderate rain,south
6,3,8,Carrolls Quay,3418,moderate rain,south
6,3,8,City Hall - Eglington Street,3121,moderate rain,south
